year,sitename,ID_CODE,country,Occupancy_Strix_uralensis_Slovenia,occupancy_other_occupant,other_occupant_notes,occupied,eggnumber,eggshatched,eggs_not_hatched,largeyoung,fledgedyoung,young_not_fledged,noise_mean,Rangeland_500,Trees_500,Built_up_500,D_nearest_anyroad,D_nearest_major,D_nearest_minor,buildings_prop,LP_mean,long,lat,,Legend:
2017,225,CZE225,Czech Republic,,,,1,3,unknown,2,1,1,0,51.79999924,0.001,0.547,0.03,734.8562709,7752.515747,734.8562709,4.381142184,2.916666627,17.3039283,49.3982342,,
2018,225,CZE225,Czech Republic,,,,1,3,3,0,3,3,0,51.79999924,0,0.55,0.03,734.8562709,7752.515747,734.8562709,4.381142184,1.733333349,17.3039283,49.3982342,,
2019,225,CZE225,Czech Republic,,,,0,0,0,0,0,0,0,51.79999924,0,0.538,0.029,734.8562709,7752.515747,734.8562709,4.381142184,1.866666675,17.3039283,49.3982342,,
2020,225,CZE225,Czech Republic,,,,1,3,3,0,3,2,1,51.79999924,0,0.544,0.03,734.8562709,7752.515747,734.8562709,4.381142184,1.183333317,17.3039283,49.3982342,,
2021,225,CZE225,Czech Republic,,,,1,2,2,0,2,2,0,51.79999924,0.001,0.548,0.029,734.8562709,7752.515747,734.8562709,4.381142184,1.283333311,17.3039283,49.3982342,,
2022,225,CZE225,Czech Republic,,,,1,2,2,0,2,2,0,51.79999924,0,0.55,0.029,734.8562709,7752.515747,734.8562709,4.381142184,1.200000018,17.3039283,49.3982342,,
2023,225,CZE225,Czech Republic,,,,1,4,4,0,4,4,0,51.79999924,0.001,0.553,0.03,734.8562709,7752.515747,734.8562709,4.381142184,1.216666659,17.3039283,49.3982342,,
2019,Colzium,N27,Scotland,,,Adult female,1,3,0,3,0,0,0,51.78999965,0.336,0.526,0.082,295.3685134,453.8589142,295.3685134,1.541619546,2.833333313,-4.034839,55.983761,,
2013,518,CZE518,Czech Republic,,,,0,0,0,0,0,0,0,51.77840282,0.049,0.628,0.004,953.2336698,953.2336698,990.7404682,0.10929368,0.666666677,14.483943,50.329576,,
2015,518,CZE518,Czech Republic,,,,0,0,0,0,0,0,0,51.77840282,0.049,0.628,0.004,953.2336698,953.2336698,990.7404682,0.10929368,0.700000008,14.483943,50.329576,,
2016,518,CZE518,Czech Republic,,,,0,0,0,0,0,0,0,51.77840282,0.049,0.628,0.004,953.2336698,953.2336698,990.7404682,0.10929368,0.516666671,14.483943,50.329576,,
2017,518,CZE518,Czech Republic,,,,0,0,0,0,0,0,0,51.77840282,0.049,0.628,0.004,953.2336698,953.2336698,990.7404682,0.10929368,0.666666677,14.483943,50.329576,,
2018,518,CZE518,Czech Republic,,,,0,0,0,0,0,0,0,51.77840282,0.012,0.627,0.003,953.2336698,953.2336698,990.7404682,0.10929368,0.650000016,14.483943,50.329576,,
2019,518,CZE518,Czech Republic,,,,0,0,0,0,0,0,0,51.77840282,0.001,0.63,0.003,953.2336698,953.2336698,990.7404682,0.10929368,0.616666685,14.483943,50.329576,,
2021,518,CZE518,Czech Republic,,,,0,0,0,0,0,0,0,51.77840282,0.002,0.631,0.003,953.2336698,953.2336698,990.7404682,0.10929368,0.550000002,14.483943,50.329576,,
2022,518,CZE518,Czech Republic,,,,0,0,0,0,0,0,0,51.77840282,0,0.621,0.002,953.2336698,953.2336698,990.7404682,0.10929368,0.650000006,14.483943,50.329576,,
2023,518,CZE518,Czech Republic,,,,0,0,0,0,0,0,0,51.77840282,0.004,0.637,0.003,953.2336698,953.2336698,990.7404682,0.10929368,0.683333337,14.483943,50.329576,,
2023,Lambhill wood S,G28,Scotland,,yes,,other occupant,0,0,0,0,0,0,51.77799124,0.109,0.141,0.75,71.64529091,375.0347174,71.64529091,9.301990389,14.80000003,-4.27066,55.89452,,
2014,RISTINUMMI,FIN77,Finland,,,,0,0,0,0,0,0,0,51.75457068,0.013,0.9,0.024,251.7360724,2776.925368,251.7360724,4.267755911,0.742857141,24.39064532,60.2653049,,
2015,RISTINUMMI,FIN77,Finland,,,,0,0,0,0,0,0,0,51.75457068,0.013,0.9,0.024,251.7360724,2776.925368,251.7360724,4.267755911,0.614285725,24.39064532,60.2653049,,
2016,RISTINUMMI,FIN77,Finland,,,,0,0,0,0,0,0,0,51.75457068,0.013,0.9,0.024,251.7360724,2776.925368,251.7360724,4.267755911,0.728571423,24.39064532,60.2653049,,
2017,RISTINUMMI,FIN77,Finland,,,,0,0,0,0,0,0,0,51.75457068,0.013,0.9,0.024,251.7360724,2776.925368,251.7360724,4.267755911,0.785714286,24.39064532,60.2653049,,
2018,RISTINUMMI,FIN77,Finland,,,,0,0,0,0,0,0,0,51.75457068,0.001,0.815,0.119,251.7360724,2776.925368,251.7360724,4.267755911,0.657142869,24.39064532,60.2653049,,
2019,RISTINUMMI,FIN77,Finland,,,,0,0,0,0,0,0,0,51.75457068,0.003,0.91,0.021,251.7360724,2776.925368,251.7360724,4.267755911,0.642857143,24.39064532,60.2653049,,
2020,RISTINUMMI,FIN77,Finland,,,,0,0,0,0,0,0,0,51.75457068,0,0.914,0.021,251.7360724,2776.925368,251.7360724,4.267755911,0.585714298,24.39064532,60.2653049,,
2021,RISTINUMMI,FIN77,Finland,,,,1,1,unknown,#VALUE!,unknown,unknown,#VALUE!,51.75457068,0,0.897,0.037,251.7360724,2776.925368,251.7360724,4.267755911,1.014285701,24.39064532,60.2653049,,
2022,1041,CZE972,Czech Republic,,,,0,0,0,0,0,0,0,51.7066447,0.003,0.997,0,511.0869454,5286.615454,511.0869454,0.035938827,0,14.923429,50.762325,,
2023,1041,CZE972,Czech Republic,,,,0,0,0,0,0,0,0,51.7066447,0.001,0.999,0,511.0869454,5286.615454,511.0869454,0.035938827,0.166666667,14.923429,50.762325,,
2011,390,CZE390,Czech Republic,,,,0,0,0,0,0,0,0,51.678752,0.053,0.923,0,612.4321881,3282.312683,612.4321881,0,1.099999984,17.375358,49.615893,,
2012,390,CZE390,Czech Republic,,,,0,0,0,0,0,0,0,51.678752,0.053,0.923,0,612.4321881,3282.312683,612.4321881,0,1.099999984,17.375358,49.615893,,
2013,390,CZE390,Czech Republic,,,,0,0,0,0,0,0,0,51.678752,0.053,0.923,0,612.4321881,3282.312683,612.4321881,0,1.316666663,17.375358,49.615893,,
2014,390,CZE390,Czech Republic,,,,1,4,4,0,4,4,0,51.678752,0.053,0.923,0,612.4321881,3282.312683,612.4321881,0,1.433333337,17.375358,49.615893,,
2016,390,CZE390,Czech Republic,,,,1,3,3,0,3,3,0,51.678752,0.053,0.923,0,612.4321881,3282.312683,612.4321881,0,1.266666671,17.375358,49.615893,,
2017,390,CZE390,Czech Republic,,,,1,2,2,0,2,2,0,51.678752,0.053,0.923,0,612.4321881,3282.312683,612.4321881,0,1.5,17.375358,49.615893,,
2018,390,CZE390,Czech Republic,,,,0,0,0,0,0,0,0,51.678752,0.117,0.862,0,612.4321881,3282.312683,612.4321881,0,1.350000004,17.375358,49.615893,,
2019,390,CZE390,Czech Republic,,,,1,5,5,0,5,5,0,51.678752,0.216,0.758,0,612.4321881,3282.312683,612.4321881,0,1.266666671,17.375358,49.615893,,
2020,390,CZE390,Czech Republic,,,,0,0,0,0,0,0,0,51.678752,0.244,0.731,0,612.4321881,3282.312683,612.4321881,0,0.949999998,17.375358,49.615893,,
2021,390,CZE390,Czech Republic,,,,1,unknown,unknown,#VALUE!,unknown,unknown,#VALUE!,51.678752,0.153,0.824,0,612.4321881,3282.312683,612.4321881,0,1.050000012,17.375358,49.615893,,
2022,390,CZE390,Czech Republic,,,,0,0,0,0,0,0,0,51.678752,0.195,0.783,0,612.4321881,3282.312683,612.4321881,0,1.149999996,17.375358,49.615893,,
2023,390,CZE390,Czech Republic,,,,0,0,0,0,0,0,0,51.678752,0.021,0.96,0,612.4321881,3282.312683,612.4321881,0,1.166666667,17.375358,49.615893,,
2014,Tuppen,FIN136,Finland,,,,0,0,0,0,0,0,0,51.65426009,0.039,0.828,0,34.62734324,7517.568242,34.62734324,0.730670778,0.25,24.170389,60.154458,,
2015,Tuppen,FIN136,Finland,,,,0,0,0,0,0,0,0,51.65426009,0.039,0.828,0,34.62734324,7517.568242,34.62734324,0.730670778,0,24.170389,60.154458,,
2016,Tuppen,FIN136,Finland,,,,0,0,0,0,0,0,0,51.65426009,0.039,0.828,0,34.62734324,7517.568242,34.62734324,0.730670778,0,24.170389,60.154458,,
2017,Tuppen,FIN136,Finland,,,,0,0,0,0,0,0,0,51.65426009,0.039,0.828,0,34.62734324,7517.568242,34.62734324,0.730670778,0.0625,24.170389,60.154458,,
2018,Tuppen,FIN136,Finland,,,,0,0,0,0,0,0,0,51.65426009,0.001,0.826,0,34.62734324,7517.568242,34.62734324,0.730670778,0,24.170389,60.154458,,
2019,Tuppen,FIN136,Finland,,,,0,0,0,0,0,0,0,51.65426009,0.018,0.836,0,34.62734324,7517.568242,34.62734324,0.730670778,0.125,24.170389,60.154458,,
2020,Tuppen,FIN136,Finland,,,,0,0,0,0,0,0,0,51.65426009,0.061,0.85,0,34.62734324,7517.568242,34.62734324,0.730670778,0,24.170389,60.154458,,
2021,Tuppen,FIN136,Finland,,,,0,0,0,0,0,0,0,51.65426009,0.101,0.846,0,34.62734324,7517.568242,34.62734324,0.730670778,0,24.170389,60.154458,,
2022,Tuppen,FIN136,Finland,,,,0,0,0,0,0,0,0,51.65426009,0.101,0.848,0,34.62734324,7517.568242,34.62734324,0.730670778,0.25,24.170389,60.154458,,
2023,Tuppen,FIN136,Finland,,,,0,0,0,0,0,0,0,51.65426009,0.084,0.856,0,34.62734324,7517.568242,34.62734324,0.730670778,0.525000006,24.170389,60.154458,,
2011,177,CZE177,Czech Republic,,,,1,3,unknown,1,2,2,0,51.60219006,0.27,0.729,0,939.853131,10441.11628,939.853131,0.025823926,0.1,17.053083,49.846861,,
2012,177,CZE177,Czech Republic,,,,0,0,0,0,0,0,0,51.60219006,0.27,0.729,0,939.853131,10441.11628,939.853131,0.025823926,0.1,17.053083,49.846861,,
2014,177,CZE177,Czech Republic,,,,1,4,4,0,4,3,1,51.60219006,0.27,0.729,0,939.853131,10441.11628,939.853131,0.025823926,0,17.053083,49.846861,,
2015,177,CZE177,Czech Republic,,,,1,2,2,0,2,2,0,51.60219006,0.27,0.729,0,939.853131,10441.11628,939.853131,0.025823926,0,17.053083,49.846861,,
2016,177,CZE177,Czech Republic,,,,1,unknown,unknown,#VALUE!,unknown,unknown,#VALUE!,51.60219006,0.27,0.729,0,939.853131,10441.11628,939.853131,0.025823926,0,17.053083,49.846861,,
2017,177,CZE177,Czech Republic,,,,0,0,0,0,0,0,0,51.60219006,0.27,0.729,0,939.853131,10441.11628,939.853131,0.025823926,0,17.053083,49.846861,,
2018,177,CZE177,Czech Republic,,,,0,0,0,0,0,0,0,51.60219006,0.46,0.472,0,939.853131,10441.11628,939.853131,0.025823926,0,17.053083,49.846861,,
2019,177,CZE177,Czech Republic,,,,1,3,3,0,3,2,1,51.60219006,0.694,0.293,0,939.853131,10441.11628,939.853131,0.025823926,0,17.053083,49.846861,,
2020,177,CZE177,Czech Republic,,,,0,0,0,0,0,0,0,51.60219006,0.667,0.281,0,939.853131,10441.11628,939.853131,0.025823926,0,17.053083,49.846861,,
2023,177,CZE177,Czech Republic,,,,0,0,0,0,0,0,0,51.60219006,0.535,0.402,0,939.853131,10441.11628,939.853131,0.025823926,0,17.053083,49.846861,,
2011,217,CZE217,Czech Republic,,,,0,0,0,0,0,0,0,51.59011518,0,0.957,0,44.11114471,6396.768335,44.11114471,0.024136183,0.560000014,17.365141,49.415348,,
2012,217,CZE217,Czech Republic,,,,1,5,unknown,1,4,4,0,51.59011518,0,0.957,0,44.11114471,6396.768335,44.11114471,0.024136183,0.560000014,17.365141,49.415348,,
2013,217,CZE217,Czech Republic,,,,1,3,unknown,1,2,2,0,51.59011518,0,0.957,0,44.11114471,6396.768335,44.11114471,0.024136183,0.580000019,17.365141,49.415348,,
2014,217,CZE217,Czech Republic,,,,1,4,unknown,1,3,3,0,51.59011518,0,0.957,0,44.11114471,6396.768335,44.11114471,0.024136183,0.600000024,17.365141,49.415348,,
2015,217,CZE217,Czech Republic,,,,1,3,3,0,3,3,0,51.59011518,0,0.957,0,44.11114471,6396.768335,44.11114471,0.024136183,0.580000019,17.365141,49.415348,,
2016,217,CZE217,Czech Republic,,,,1,2,2,0,2,2,0,51.59011518,0,0.957,0,44.11114471,6396.768335,44.11114471,0.024136183,0.5,17.365141,49.415348,,
2017,217,CZE217,Czech Republic,,,,0,0,0,0,0,0,0,51.59011518,0,0.957,0,44.11114471,6396.768335,44.11114471,0.024136183,0.520000005,17.365141,49.415348,,
2018,217,CZE217,Czech Republic,,,,1,unknown,unknown,#VALUE!,3,3,0,51.59011518,0,0.957,0,44.11114471,6396.768335,44.11114471,0.024136183,0.54000001,17.365141,49.415348,,
2019,217,CZE217,Czech Republic,,,,1,6,6,0,6,6,0,51.59011518,0.001,0.954,0,44.11114471,6396.768335,44.11114471,0.024136183,0.520000005,17.365141,49.415348,,
2021,217,CZE217,Czech Republic,,,,0,0,0,0,0,0,0,51.59011518,0,0.958,0,44.11114471,6396.768335,44.11114471,0.024136183,0.2,17.365141,49.415348,,
2022,217,CZE217,Czech Republic,,,,0,0,0,0,0,0,0,51.59011518,0,0.955,0.001,44.11114471,6396.768335,44.11114471,0.024136183,0.580000019,17.365141,49.415348,,
2022,FALSE,NOR180,Norway,,,,1,5,NA,0,5,5,0,51.55994837,0.272,0.396,0.122,35.01559488,480.395692,35.01559488,2.641691839,2.850000009,12.300578,64.470369,,
2023,FALSE,NOR180,Norway,,,,1,2,NA,0,2,2,0,51.55994837,0.32,0.417,0.141,35.01559488,480.395692,35.01559488,2.641691839,2.512500018,12.300578,64.470369,,
2023,Drumclog S,G2,Scotland,,,,0,0,0,0,0,0,0,51.55015336,0.013,0.531,0.214,70.00488987,978.2312006,70.00488987,1.894290142,2.833333323,-4.318286,55.953423,,
2021,FALSE,FIN19,Finland,,,,1,unknown,unknown,#VALUE!,1,1,0,51.53022381,0.018,0.757,0.033,345.7389655,3150.506731,345.7389655,0.491837413,0.899999984,24.1517425,60.2429694,,
2016,"Skogsbo, Mofalla",SWE55,Sweden,,,,1,6,5,2,4,4,0,51.52912489,0,0.5,0.001,401.7514022,10168.70095,401.7514022,0.449703136,0,14.20615,58.33788,,
2017,"Skogsbo, Mofalla",SWE55,Sweden,,,,1,3,3,0,3,3,0,51.52912489,0,0.5,0.001,401.7514022,10168.70095,401.7514022,0.449703136,0,14.20615,58.33788,,
2019,"Skogsbo, Mofalla",SWE55,Sweden,,,,1,4,4,1,3,3,0,51.52912489,0,0.439,0.002,401.7514022,10168.70095,401.7514022,0.449703136,0,14.20615,58.33788,,
2011,238,CZE238,Czech Republic,,,,1,1,unknown,1,0,0,0,51.51472592,0.027,0.898,0,429.8152572,2380.830854,429.8152572,0,0.666666667,17.348438,49.34671,,
2012,238,CZE238,Czech Republic,,,,0,0,0,0,0,0,0,51.51472592,0.027,0.898,0,429.8152572,2380.830854,429.8152572,0,0.666666667,17.348438,49.34671,,
2013,238,CZE238,Czech Republic,,,,1,2,2,0,2,2,0,51.51472592,0.027,0.898,0,429.8152572,2380.830854,429.8152572,0,0.683333337,17.348438,49.34671,,
2014,238,CZE238,Czech Republic,,,,1,3,unknown,#VALUE!,unknown,unknown,#VALUE!,51.51472592,0.027,0.898,0,429.8152572,2380.830854,429.8152572,0,0.766666671,17.348438,49.34671,,
2015,238,CZE238,Czech Republic,,,,0,0,0,0,0,0,0,51.51472592,0.027,0.898,0,429.8152572,2380.830854,429.8152572,0,0.699999998,17.348438,49.34671,,
2016,238,CZE238,Czech Republic,,,,1,2,unknown,2,0,0,0,51.51472592,0.027,0.898,0,429.8152572,2380.830854,429.8152572,0,0.683333327,17.348438,49.34671,,
2018,238,CZE238,Czech Republic,,,,0,0,0,0,0,0,0,51.51472592,0.011,0.911,0,429.8152572,2380.830854,429.8152572,0,0.733333329,17.348438,49.34671,,
2019,238,CZE238,Czech Republic,,,,1,3,3,0,3,3,0,51.51472592,0.038,0.892,0,429.8152572,2380.830854,429.8152572,0,0.716666659,17.348438,49.34671,,
2020,238,CZE238,Czech Republic,,,,0,0,0,0,0,0,0,51.51472592,0.078,0.844,0,429.8152572,2380.830854,429.8152572,0,0.516666671,17.348438,49.34671,,
2021,238,CZE238,Czech Republic,,,,0,0,0,0,0,0,0,51.51472592,0.016,0.911,0,429.8152572,2380.830854,429.8152572,0,0.650000006,17.348438,49.34671,,
2011,156,CZE156,Czech Republic,,,,0,0,0,0,0,0,0,51.48842625,0,1,0,1550.180128,5240.449289,1550.180128,0,0.083333333,17.008089,49.772511,,
2012,156,CZE156,Czech Republic,,,,1,7,7,0,7,7,0,51.48842625,0,1,0,1550.180128,5240.449289,1550.180128,0,0.083333333,17.008089,49.772511,,
2013,156,CZE156,Czech Republic,,,,1,2,2,0,2,2,0,51.48842625,0,1,0,1550.180128,5240.449289,1550.180128,0,0.083333333,17.008089,49.772511,,
2014,156,CZE156,Czech Republic,,,,1,3,3,0,3,3,0,51.48842625,0,1,0,1550.180128,5240.449289,1550.180128,0,0.5,17.008089,49.772511,,
2015,156,CZE156,Czech Republic,,,,0,0,0,0,0,0,0,51.48842625,0,1,0,1550.180128,5240.449289,1550.180128,0,0.416666667,17.008089,49.772511,,
2016,156,CZE156,Czech Republic,,,,1,4,4,0,4,4,0,51.48842625,0,1,0,1550.180128,5240.449289,1550.180128,0,0,17.008089,49.772511,,
2017,156,CZE156,Czech Republic,,,,1,2,2,0,2,2,0,51.48842625,0,1,0,1550.180128,5240.449289,1550.180128,0,0.416666667,17.008089,49.772511,,
2018,156,CZE156,Czech Republic,,,,1,2,2,0,2,2,0,51.48842625,0,1,0,1550.180128,5240.449289,1550.180128,0,0.416666667,17.008089,49.772511,,
2019,156,CZE156,Czech Republic,,,,1,unknown,unknown,#VALUE!,unknown,unknown,#VALUE!,51.48842625,0,1,0,1550.180128,5240.449289,1550.180128,0,0.416666667,17.008089,49.772511,,
2020,156,CZE156,Czech Republic,,,,1,3,3,0,3,3,0,51.48842625,0.008,0.992,0,1550.180128,5240.449289,1550.180128,0,0,17.008089,49.772511,,
2021,156,CZE156,Czech Republic,,,,1,4,unknown,#VALUE!,unknown,unknown,#VALUE!,51.48842625,0.003,0.997,0,1550.180128,5240.449289,1550.180128,0,0.083333333,17.008089,49.772511,,
2022,156,CZE156,Czech Republic,,,,0,0,0,0,0,0,0,51.48842625,0.007,0.993,0,1550.180128,5240.449289,1550.180128,0,0.516666671,17.008089,49.772511,,
2023,156,CZE156,Czech Republic,,,,1,6,6,0,6,6,0,51.48842625,0.01,0.99,0,1550.180128,5240.449289,1550.180128,0,0.566666683,17.008089,49.772511,,
2011,75_Studler,CHE7,Switzerland,,,,0,0,0,0,0,0,0,51.43652634,0,0.559,0.003,686.9910079,1608.245724,686.9910079,6.632102384,0.5,8.769940746,47.5462073,,
2012,75_Studler,CHE7,Switzerland,,,,0,0,0,0,0,0,0,51.43652634,0,0.559,0.003,686.9910079,1608.245724,686.9910079,6.632102384,0.5,8.769940746,47.5462073,,
2013,75_Studler,CHE7,Switzerland,,,,0,0,0,0,0,0,0,51.43652634,0,0.559,0.003,686.9910079,1608.245724,686.9910079,6.632102384,0.533333341,8.769940746,47.5462073,,
2014,75_Studler,CHE7,Switzerland,,,,0,0,0,0,0,0,0,51.43652634,0,0.559,0.003,686.9910079,1608.245724,686.9910079,6.632102384,0.5,8.769940746,47.5462073,,
2015,75_Studler,CHE7,Switzerland,,,,0,0,0,0,0,0,0,51.43652634,0,0.559,0.003,686.9910079,1608.245724,686.9910079,6.632102384,0.5,8.769940746,47.5462073,,
2016,75_Studler,CHE7,Switzerland,,,,0,0,0,0,0,0,0,51.43652634,0,0.559,0.003,686.9910079,1608.245724,686.9910079,6.632102384,0,8.769940746,47.5462073,,
2017,75_Studler,CHE7,Switzerland,,,,0,0,0,0,0,0,0,51.43652634,0,0.559,0.003,686.9910079,1608.245724,686.9910079,6.632102384,0.5,8.769940746,47.5462073,,
2018,75_Studler,CHE7,Switzerland,,,,0,0,0,0,0,0,0,51.43652634,0,0.569,0.003,686.9910079,1608.245724,686.9910079,6.632102384,0.416666667,8.769940746,47.5462073,,
2019,75_Studler,CHE7,Switzerland,,,,0,0,0,0,0,0,0,51.43652634,0,0.567,0.006,686.9910079,1608.245724,686.9910079,6.632102384,0,8.769940746,47.5462073,,
2020,75_Studler,CHE7,Switzerland,,,,0,0,0,0,0,0,0,51.43652634,0,0.548,0.009,686.9910079,1608.245724,686.9910079,6.632102384,0,8.769940746,47.5462073,,
2021,75_Studler,CHE7,Switzerland,,,,0,0,0,0,0,0,0,51.43652634,0,0.55,0.009,686.9910079,1608.245724,686.9910079,6.632102384,0,8.769940746,47.5462073,,
2022,75_Studler,CHE7,Switzerland,,,,0,0,0,0,0,0,0,51.43652634,0,0.549,0.01,686.9910079,1608.245724,686.9910079,6.632102384,0,8.769940746,47.5462073,,
2023,75_Studler,CHE7,Switzerland,,,,0,0,0,0,0,0,0,51.43652634,0,0.561,0.01,686.9910079,1608.245724,686.9910079,6.632102384,0.5,8.769940746,47.5462073,,
2012,138_Studler,CHE82,Switzerland,,,,0,0,0,0,0,0,0,51.42874579,0.007,0.694,0.028,408.4872181,1098.476792,408.4872181,8.585752914,0.660000014,8.632865315,47.52665262,,
2013,138_Studler,CHE82,Switzerland,,,,0,0,0,0,0,0,0,51.42874579,0.007,0.694,0.028,408.4872181,1098.476792,408.4872181,8.585752914,1,8.632865315,47.52665262,,
2014,138_Studler,CHE82,Switzerland,,,,1,5,3,2,3,3,0,51.42874579,0.007,0.694,0.028,408.4872181,1098.476792,408.4872181,8.585752914,1.7,8.632865315,47.52665262,,
2015,138_Studler,CHE82,Switzerland,,,,0,0,0,0,0,0,0,51.42874579,0.007,0.694,0.028,408.4872181,1098.476792,408.4872181,8.585752914,1.379999995,8.632865315,47.52665262,,
2016,138_Studler,CHE82,Switzerland,,,,0,0,0,0,0,0,0,51.42874579,0.007,0.694,0.028,408.4872181,1098.476792,408.4872181,8.585752914,1.4,8.632865315,47.52665262,,
2017,138_Studler,CHE82,Switzerland,,,,0,0,0,0,0,0,0,51.42874579,0.007,0.694,0.028,408.4872181,1098.476792,408.4872181,8.585752914,1.599999988,8.632865315,47.52665262,,
2018,138_Studler,CHE82,Switzerland,,,,0,0,0,0,0,0,0,51.42874579,0.001,0.695,0.032,408.4872181,1098.476792,408.4872181,8.585752914,1.139999986,8.632865315,47.52665262,,
2019,138_Studler,CHE82,Switzerland,,,,0,0,0,0,0,0,0,51.42874579,0.003,0.692,0.029,408.4872181,1098.476792,408.4872181,8.585752914,1.479999995,8.632865315,47.52665262,,
2020,138_Studler,CHE82,Switzerland,,,,0,0,0,0,0,0,0,51.42874579,0.002,0.69,0.031,408.4872181,1098.476792,408.4872181,8.585752914,1.480000019,8.632865315,47.52665262,,
2021,138_Studler,CHE82,Switzerland,,,,0,0,0,0,0,0,0,51.42874579,0.001,0.685,0.028,408.4872181,1098.476792,408.4872181,8.585752914,1.64000001,8.632865315,47.52665262,,
2022,138_Studler,CHE82,Switzerland,,,,0,0,0,0,0,0,0,51.42874579,0.001,0.687,0.029,408.4872181,1098.476792,408.4872181,8.585752914,1.320000005,8.632865315,47.52665262,,
2023,138_Studler,CHE82,Switzerland,,,,0,0,0,0,0,0,0,51.42874579,0.002,0.69,0.027,408.4872181,1098.476792,408.4872181,8.585752914,1.139999986,8.632865315,47.52665262,,
2011,421,CZE421,Czech Republic,,,,0,0,0,0,0,0,0,51.41547727,0.002,0.666,0.196,825.3132155,11057.63205,825.3132155,15.19937654,0.683333327,16.728828,49.558948,,
2012,421,CZE421,Czech Republic,,,,0,0,0,0,0,0,0,51.41547727,0.002,0.666,0.196,825.3132155,11057.63205,825.3132155,15.19937654,0.683333327,16.728828,49.558948,,
2015,421,CZE421,Czech Republic,,,,0,0,0,0,0,0,0,51.41547727,0.002,0.666,0.196,825.3132155,11057.63205,825.3132155,15.19937654,0.800000002,16.728828,49.558948,,
2020,421,CZE421,Czech Republic,,,,0,0,0,0,0,0,0,51.41547727,0.049,0.627,0.194,825.3132155,11057.63205,825.3132155,15.19937654,0.300000002,16.728828,49.558948,,
2017,Raivio,FIN20,Finland,,,,1,5,4,4,1,1,0,51.40363903,0.013,0.87,0,35.40212783,10614.34463,35.40212783,6.273865222,0.675000004,24.29227499,60.19795665,,
2018,Raivio,FIN20,Finland,,,,0,0,0,0,0,0,0,51.40363903,0.018,0.891,0,35.40212783,10614.34463,35.40212783,6.273865222,0.475000001,24.29227499,60.19795665,,
2019,Raivio,FIN20,Finland,,,,0,0,0,0,0,0,0,51.40363903,0.015,0.884,0,35.40212783,10614.34463,35.40212783,6.273865222,0.725000001,24.29227499,60.19795665,,
2020,Raivio,FIN20,Finland,,,,1,unknown,4,#VALUE!,4,4,0,51.40363903,0.015,0.884,0,35.40212783,10614.34463,35.40212783,6.273865222,0.350000001,24.29227499,60.19795665,,
2021,Raivio,FIN20,Finland,,yes,occupied by goldeneye,0,0,0,0,0,0,0,51.40363903,0.02,0.887,0,35.40212783,10614.34463,35.40212783,6.273865222,0.6875,24.29227499,60.19795665,,
2022,Raivio,FIN20,Finland,,,,1,3,2,1,2,2,0,51.40363903,0.028,0.925,0,35.40212783,10614.34463,35.40212783,6.273865222,0.774999991,24.29227499,60.19795665,,
2023,Raivio,FIN20,Finland,,,,0,0,0,0,0,0,0,51.40363903,0.013,0.896,0.001,35.40212783,10614.34463,35.40212783,6.273865222,0.700000003,24.29227499,60.19795665,,
2011,83_Studler,CHE18,Switzerland,,,,0,0,0,0,0,0,0,51.39948111,0,0.572,0,621.3454076,1370.395904,621.3454076,1.273057759,0.2,8.764197325,47.59025862,,
2012,83_Studler,CHE18,Switzerland,,,,0,0,0,0,0,0,0,51.39948111,0,0.572,0,621.3454076,1370.395904,621.3454076,1.273057759,0.2,8.764197325,47.59025862,,
2013,83_Studler,CHE18,Switzerland,,,,0,0,0,0,0,0,0,51.39948111,0,0.572,0,621.3454076,1370.395904,621.3454076,1.273057759,0.2,8.764197325,47.59025862,,
2014,83_Studler,CHE18,Switzerland,,,,0,0,0,0,0,0,0,51.39948111,0,0.572,0,621.3454076,1370.395904,621.3454076,1.273057759,0,8.764197325,47.59025862,,
2015,83_Studler,CHE18,Switzerland,,,,0,0,0,0,0,0,0,51.39948111,0,0.572,0,621.3454076,1370.395904,621.3454076,1.273057759,0,8.764197325,47.59025862,,
2016,83_Studler,CHE18,Switzerland,,,,0,0,0,0,0,0,0,51.39948111,0,0.572,0,621.3454076,1370.395904,621.3454076,1.273057759,0,8.764197325,47.59025862,,
2017,83_Studler,CHE18,Switzerland,,,,1,4,4,0,4,4,0,51.39948111,0,0.572,0,621.3454076,1370.395904,621.3454076,1.273057759,0,8.764197325,47.59025862,,
